name,id,title,approval_status,created,description,image_url,is_organization,parent,state,type,extra-abbreviation,extra-category,extra-contact-email,extra-contact-name,extra-contact-phone,extra-foi-email,extra-foi-name,extra-foi-phone,extra-spending_published_by,extra-website-name,extra-website-url
criminal-records-bureau,bfda7168-51d8-49df-abee-21b99595434b,Criminal Records Bureau,pending,2012-06-27T14:51:21.471639,,,True,home-office,active,organization,,,customerservices@crb.gsi.gov.uk,Criminal Records Bureau,,freedomofinformation@crb.gsi.gov.uk,Criminal Records Bureau,,,,
crown-prosecution-service,3a9d8dc4-4f45-4d48-928a-6e3f04449dba,Crown Prosecution Service,approved,2012-06-27T14:48:55.915797,,,True,attorney-generals-office,active,publisher,CPS,core-department,,cps.gov.uk contact,,,,,None,cps.gov.uk,http://www.cps.gov.uk/
croydon-health-services-nhs-trust,1c661adf-d548-4d59-959c-b3179ea05596,Croydon Health Services NHS Trust,approved,2012-06-27T14:49:47.404581,,,True,national-health-service,active,organization,,,,,,,,,,,
cumbria-primary-care-trust,eb1653e8-44d5-4914-842c-8d85eafecf27,Cumbria Primary Care Trust,approved,2012-06-27T14:51:22.317132,,,True,national-health-service,active,organization,,,,,,,,,,,
dacorum-borough-council,8c92df7c-f151-4f01-8371-5ee6763b7d74,Dacorum Borough Council,approved,2012-06-27T14:50:33.163439,,,True,local-authorities,active,organization,DBC,,feedback@dacorum.gov.uk,Dacorum Borough Council contact,,,,,,Dacorum Borough Council,http://www.dacorum.gov.uk/
darlington-borough-council,0ff30c71-68ca-42b3-b2d6-16bab42d220c,Darlington Borough Council,approved,2012-06-27T14:50:14.287383,,,True,local-authorities,active,organization,DBC,,,,,,,,,,
darlington-primary-care-trust,94416e47-2fdb-4ce9-9c92-a201b7d56f78,Darlington Primary Care Trust,approved,2012-06-27T14:51:23.029064,,,True,national-health-service,active,organization,,,,,,,,,,,
dartford-and-gravesham-nhs-trust,fb42a11c-f30a-428f-b87a-a9f67b21ebc8,Dartford and Gravesham NHS Trust,approved,2012-06-27T14:51:23.738098,,,True,national-health-service,active,organization,,,,,,,,,,,
defence-infrastructure-organisation,a3969e37-3ac3-42fe-8317-c8575a9f5317,Defence Infrastructure Organisation,approved,2012-06-27T14:54:58.477573,,,True,ministry-of-defence,active,organization,,,,,,,,,,,
defence-science-and-technology-laboratory,fa7bc374-ec3c-4ff6-963a-2cb116297d94,Defence Science and Technology Laboratory,approved,2012-06-27T14:54:49.758301,,,True,ministry-of-defence,active,organization,,,,,,,,,,,
defence-support-group,de73b9d3-6762-4439-882b-d2a307f57c13,Defence Support Group,approved,2012-06-27T14:54:50.145826,,,True,ministry-of-defence,active,organization,,,,,,,,,,,
department-for-business-innovation-and-skills,0ba2191c-eff3-4792-8407-3b4de7acdf96,"Department for Business, Innovation and Skills",pending,2012-06-27T14:48:37.984418,,,True,learning-and-skills-improvement-service,active,publisher,BIS,core-department,transparency@bis.gsi.gov.uk,Transparency Team,,,,,,,http://www.bis.gov.uk/
department-for-children-schools-and-families,6fbbf728-9b7a-4435-9280-8267e6730ce5,"Department for Children, Schools and Families",approved,2012-06-27T14:48:37.434237,,,True,department-for-education,active,organization,DCSF,,,,,,,,,,
department-for-communities-and-local-government,48f370c9-7ab9-4550-9722-8c9477020fc7,Department for Communities and Local Government,pending,2012-06-27T14:48:38.548677,,,True,fire-service-college,active,organization,DCLG,core-department,contactus@communities.gsi.gov.uk,,,foirequests@communities.gsi.gov.uk,DCLG FOI enquiries,,,,
department-for-culture-media-and-sport,7b00e420-2521-4a10-9740-e80239aa4402,"Department for Culture, Media and Sport",approved,2012-06-27T14:48:44.592941,,,True,collections-trust,active,publisher,DCMS,core-department,heather.batchelor@culture.gsi.gov.uk,,,http://dcms.gov.uk/about_us/freedom_of_information/4298.aspx,,,,,
department-for-education,17e00404-a853-49ca-9ea2-6db8cceaf1e2,Department for Education,approved,2012-06-27T14:48:37.708077,,,True,school-food-trust,active,organization,DfE,core-department,http://www.education.gov.uk/help/contactus,www.education.gov.uk/ contact,,http://www.education.gov.uk/help/contactus,,,,www.education.gov.uk/,http://www.education.gov.uk/
department-for-employment-and-learning,cb21facf-528f-4150-b146-3ece1bc6d4a2,Department for Employment and Learning,approved,2012-06-27T14:54:11.251534,,,True,northern-ireland-executive,active,organization,DEL,,,,,,,,,,
department-for-environment-food-and-rural-affairs,a7059f6a-7fb4-4e0f-9c7a-8cd9079780d3,"Department for Environment, Food and Rural Affairs",pending,2012-06-27T14:48:39.115374,,,True,veterinary-laboratories-agency,active,organization,DEFRA,core-department,transparency@defra.gsi.gov.uk,Transparency mailbox,,helpline@defra.gsi.gov.uk,Help Line,,,,
department-for-international-development,aaf73cb1-7a44-40a0-994d-e8c82dcce2eb,Department for International Development,pending,2012-06-27T14:48:45.300161,,,True,,active,organization,DfID,core-department,enquiry@dfid.gov.uk,,,foi@dfid.gov.uk,,,,,
department-for-regional-development,adabb261-9fa4-428c-ab71-db8e821601be,Department for Regional Development,approved,2012-06-27T14:54:10.872020,,,True,northern-ireland-executive,active,organization,DRD,,,,,,,,,,
department-for-social-development,9d8d51bc-5897-423f-9550-fcc034a40842,Department for Social Development,approved,2012-06-27T14:54:12.427800,,,True,northern-ireland-executive,active,organization,DSD,,,,,,,,,,
department-for-transport,e4900b3b-a7f8-447a-bd5e-43735f8f1b4a,Department for Transport,pending,2012-06-27T14:48:39.978928,,,True,vehicle-operator-services-agency,active,organization,DfT,core-department,informationhandling@dft.gsi.gov.uk,Information Handling Team,,foi-advice-team-dft@dft.gsi.gov.uk,DfT FOI team,,,,
department-for-work-and-pensions,9eb7fee2-76d1-452a-b915-68989e3a731a,Department for Work and Pensions,approved,2012-06-27T14:48:40.872943,,,True,pensions-ombudsman,active,organization,DWP,core-department,freedom-of-information-request@dwp.gsi.gov.uk,,,freedom-of-information-request@dwp.gsi.gov.uk,,,,,
department-of-agriculture-and-rural-development,7ab3e695-3e8a-4c83-82dc-4691c8aa2f15,Department of Agriculture and Rural Development,approved,2012-06-27T14:54:12.034747,,,True,northern-ireland-executive,active,organization,DARD,,,,,,,,,,
department-of-culture-arts-and-leisure,c835a877-cd15-42a8-8286-d6593f57f92e,"Department of Culture, Arts and Leisure",approved,2012-06-27T14:54:09.260542,,,True,northern-ireland-executive,active,organization,DCAL,,,,,,,,,,
department-of-education,9ac46999-b6db-4ee2-8a4f-9cd5f6ef9448,Department of Education,approved,2012-06-27T14:54:10.496012,,,True,northern-ireland-executive,active,organization,DENI,,,,,,,,,,
department-of-energy-and-climate-change,fe347f22-886f-40e1-adf5-0a773afcdae7,Department of Energy and Climate Change,approved,2012-06-27T14:48:39.711003,,,True,committee-on-climate-change,active,organization,DECC,core-department,catherine.harding@decc.gsi.gov.uk,,,foi@decc.gsi.gov.uk,,,,,
department-of-enterprise-trade-and-investment,ac11b6ba-d0aa-4c6f-8ddc-a53208015a88,Department of Enterprise Trade and Investment,approved,2012-06-27T14:50:55.845335,,,True,northern-ireland-executive,active,organization,,,,,,,,,,,
department-of-finance-and-personnel,634aeb95-413f-4fde-8f2a-c6e3ca673ed3,Department of Finance and Personnel,approved,2012-06-27T14:54:10.107530,,,True,land-property-services,active,organization,DFP,,,,,,,,,,
department-of-health,d7a32a99-60ee-451e-9c0b-ce2f30fecb6c,Department of Health,pending,2012-06-27T14:48:41.338440,,,True,national-health-service,active,organization,DH,core-department,http://www.info.doh.gov.uk/contactus.nsf/memo?openform,Department of Health Contact,,http://www.info.doh.gov.uk/contactus.nsf/memo?openform,Department of Health Contact,,,,
department-of-health-social-services-and-public-safety,44a71dc3-2e64-415b-88a7-05a73ed16c1f,"Department of Health, Social Services and Public Safety",approved,2012-06-27T14:54:11.636433,,,True,northern-ireland-executive,active,organization,DHSSPS,,,,,,,,,,
department-of-justice,c091baad-46e5-4be6-97eb-3097a1853f92,Department of Justice,approved,2012-06-27T14:54:12.837372,,,True,northern-ireland-executive,active,organization,DOJ,,,,,,,,,,
department-of-the-environment,4f18e5ef-a129-4917-9388-27bba2eb89ba,Department of the Environment,approved,2012-06-27T14:54:09.703005,,,True,northern-ireland-executive,active,organization,DOE,,,,,,,,,,
derby-city-council,f29e1c75-1c59-440d-adf5-029af117e59e,Derby City Council,approved,2012-06-27T14:54:21.564217,,,True,local-authorities,active,organization,,,,,,,,,,,
derbyshire-community-health-services,4cd2d1a2-85c6-44e9-8690-84242e18edbf,Derbyshire Community Health Services,approved,2012-06-27T14:51:24.450006,,,True,national-health-service,active,organization,,,,,,,,,,,
derbyshire-dales-district-council,62eb67f1-ab8c-472a-adb2-dad0515293ad,Derbyshire Dales District Council,approved,2012-06-27T14:54:42.734166,,,True,local-authorities,active,organization,,,,,,,,,,,
derbyshire-mental-health-services-nhs-trust,45f0a06a-6dc0-4a00-ab14-3c28edc2d719,Derbyshire Mental Health Services NHS Trust,approved,2012-06-27T14:49:43.021011,,,True,national-health-service,active,organization,,,,,,,,,,,
derbyshire-mental-health-services-trust,2684bb46-ca2d-4f13-be59-8d9a0957bdfe,Derbyshire Mental Health Services Trust,approved,2012-06-27T14:51:25.195577,,,True,national-health-service,active,organization,,,,,,,,,,,
devon-county-council,3357b711-f50d-4d7c-87ce-a6674a73dcce,Devon County Council,approved,2012-06-27T14:48:51.716509,,,True,local-authorities,active,organization,Devon CC,,,,,,,,,,
devon-partnership-nhs-trust,e32e5610-6744-4133-8282-78e3f250fe2f,Devon Partnership NHS Trust,approved,2012-06-27T14:51:25.983574,,,True,national-health-service,active,organization,,,,,,,,,,,
directgov,c05a1387-6ad1-428e-874b-8da4fc546c9e,DirectGov,pending,2012-06-27T14:48:44.956423,,,True,cabinet-office,active,organization,DG,,,,,,,,,,
directly-operated-railways,1c1531fc-2488-4f38-9c34-4ecdf8fd1f9f,Directly Operated Railways,approved,2012-06-27T14:51:26.429215,,,True,department-for-transport,active,organization,,,,,,,,,,,
doncaster-pct,c387d61c-58c6-4a9d-b749-b73ae1d6b50f,Doncaster PCT,approved,2012-06-27T14:55:15.152464,,,True,national-health-service,active,organization,,,,,,,,,,,
dudley-and-walsall-mental-health-partnership-nhs-trust,e5a507f0-94ee-4bf1-9849-d18ce2573692,Dudley and Walsall Mental Health Partnership NHS Trust,pending,2012-06-27T14:51:27.297291,,,True,national-health-service,active,organization,,devolved,bettertogether@dwmh.nhs.uk,DWMH Transparency,01384 365 015,FOI@dwmh.nhs.uk,DWMH FOI,,,,
dudley-group-of-hospitals-nhs-foundation-trust,24a63a13-6e19-4470-8d0a-54c50339b746,Dudley Group of Hospitals NHS Foundation Trust,approved,2012-06-27T14:51:28.006484,,,True,national-health-service,active,organization,,,,,,,,,,,
dudley-primary-care-trust,2715268e-3769-496d-990c-d868d61917aa,Dudley Primary Care Trust,approved,2012-06-27T14:51:28.733868,,,True,national-health-service,active,organization,,,,,,,,,,,
ealing-primary-care-trust,0afac264-b379-4331-baa7-13dc2d04e13f,Ealing Primary Care Trust,approved,2012-06-27T14:51:29.453083,,,True,national-health-service,active,organization,,,,,,,,,,,
east-cheshire-nhs-trust,fc20115d-4d2b-48b6-aea1-c65c0b4a2b43,East Cheshire NHS Trust,approved,2012-06-27T14:51:30.169115,,,True,national-health-service,active,organization,,,,,,,,,,,
east-dorset-district-council,9ced6c39-3e06-465c-b8c6-46e0f39ee514,East Dorset District Council,approved,2012-06-27T14:50:32.727910,,,True,local-authorities,active,organization,EDDC,,info@eastdorset.gov.uk,dorsetforyou.com contact,,,,,,dorsetforyou.com,http://www.dorsetforyou.com/east
east-lancashire-hospitals-nhs-trust,fb32b128-74db-48a2-9820-6a4b149bcc0d,East Lancashire Hospitals NHS Trust,approved,2012-06-27T14:51:30.872261,,,True,national-health-service,active,organization,,,,,,,,,,,
east-lindsey-district-council,70a58098-7471-408b-8c92-8a171a607f57,East Lindsey District Council,approved,2012-06-27T14:50:08.123174,,,True,local-authorities,active,organization,ELDC,,information.management@e-lindsey.gov.uk,East Lindsey District Council contact,,,,,,East Lindsey District Council,http://www.e-lindsey.gov.uk
east-midlands-ambulance-services-nhs-trust,6b65d7d6-5960-4036-8345-aa680db80f97,East Midlands Ambulance Services NHS Trust,approved,2012-06-27T14:51:31.586997,,,True,national-health-service,active,organization,,,,,,,,,,,
east-midlands-strategic-health-authority,d01f7c4e-8812-496f-a3da-15b7aaf6f4fb,East Midlands Strategic Health Authority,approved,2012-06-27T14:51:32.334529,,,True,national-health-service,active,organization,,,,,,,,,,,
east-of-england-ambulance-service-nhs-trust,e912502e-d3f8-4b2b-8ff5-7c116c7b6c68,East of England Ambulance Service NHS Trust,approved,2012-06-27T14:50:23.290281,,,True,national-health-service,active,organization,,,,,,,,,,,
east-of-england-development-agency,6411e073-9bbb-4a41-992e-c50c3f6d7692,East of England Development Agency,pending,2012-06-27T14:54:47.328151,,,True,department-for-business-innovation-and-skills,active,organization,,,,,,,,,,,
east-staffordshire-borough-council,e78cccbc-f0c7-49d6-8230-12d9ba518b03,East Staffordshire Borough Council,approved,2012-06-27T14:48:49.807319,,,True,local-authorities,active,organization,East Staffs BC,,,,,,,,,,
east-sussex-county-council,12802345-6918-45a8-9fbc-dd78c9768439,East Sussex County Council,approved,2012-06-27T14:50:24.195607,,,True,local-authorities,active,organization,,,webstaff@eastsussex.gov.uk,East Sussex County Council contact,,,,,,East Sussex County Council,http://www.eastsussex.gov.uk
east-sussex-hospitals-nhs-trust,581f1b89-b904-4dcf-b915-b907416a1575,East Sussex Hospitals NHS Trust,approved,2012-06-27T14:51:33.056901,,,True,national-health-service,active,organization,,,,,,,,,,,
eastleigh-borough-council,3453e74b-a28e-4af9-bfb2-8394219d7b00,Eastleigh Borough Council,approved,2012-06-27T14:50:43.058778,,,True,local-authorities,active,organization,,,,,,,,,,,
economic-and-social-research-council,bf5d89e9-2436-41fa-bffb-fa86ffc144b4,Economic and Social Research Council,pending,2012-06-27T14:49:20.896875,,,True,department-for-business-innovation-and-skills,active,organization,ESRC,,,,,,,,,,
eden-district-council,3b754927-b341-4d39-826a-5844ef6b71a2,Eden District Council,approved,2012-06-27T14:50:42.093140,,,True,local-authorities,active,organization,,,,,,,,,,,
energy-saving-trust,68c7a194-d04d-4f1f-8ad1-251e93864062,Energy Saving Trust,approved,2012-06-27T14:51:33.465006,,,True,private-sector,active,organization,,,,,,,,,,,
enfield-primary-care-trust,0b5a89d1-2b88-4973-8de1-ce1cd6e97de9,Enfield Primary Care Trust,approved,2012-06-27T14:51:34.190710,,,True,national-health-service,active,organization,,,,,,,,,,,
engineering-and-physical-sciences-research-council,3e41d004-ac7e-46e2-b9d9-08cbcd51ea40,Engineering and Physical Sciences Research Council,pending,2012-06-27T14:51:34.582213,,,True,department-for-business-innovation-and-skills,active,organization,,,,,,,,,,,
engineering-construction-industry-training-board,a631b6af-d119-44d7-bedc-acad82256afc,Engineering Construction Industry Training Board,pending,2012-06-27T14:49:26.099813,,,True,department-for-business-innovation-and-skills,active,organization,ECITB,,,,,,,,,,
english-heritage,989b99b3-6448-457b-aab9-4e213f1e2db1,English Heritage,approved,2012-06-27T14:51:34.962685,,,True,,active,publisher,,,,,,,,,,,
environment-agency,11c51f05-a8bf-4f58-9b95-7ab55f9546d7,Environment Agency,approved,2012-06-27T14:51:35.391725,,,True,department-for-environment-food-and-rural-affairs,active,publisher,,,,,,,,,,,
epsom-and-st-helier-university-hospitals-nhs-trust,8d5a49d3-a94f-41b2-8f71-ad49c25e0060,Epsom and St Helier University Hospitals NHS Trust,approved,2012-06-27T14:51:36.242458,,,True,national-health-service,active,organization,,,,,,,,,,,
equality-and-human-rights-commission,92219d50-47c6-4792-9a6e-16f77ae9457a,Equality and Human Rights Commission,pending,2012-06-27T14:51:36.666438,,,True,home-office,active,organization,,,info@equalityhumanrights.com,Equality and Human Rights Commission,,foi@equalityhumanrights.com,Equality and Human Rights Commission,,,,
european-commission,c25ace8e-a265-46e1-913c-934c932dd1a9,European Commission,approved,2012-06-27T14:50:56.614504,,,True,eurostat,active,organization,,,,,,,,,,,
eurostat,52bb5db9-f1aa-45b9-93fc-48c44c26cd66,Eurostat,approved,2012-06-27T14:50:57.005689,,,True,european-commission,active,organization,,,,,,,,,,,
export-credits-guarantee-department,832269be-c22b-4e32-ac9d-4bffa5a95036,Export Credits Guarantee Department,pending,2012-06-27T14:49:18.644422,,,True,department-for-business-innovation-and-skills,active,organization,ECGD,,,,,,,,,,
fareham-borough-council,c8da4839-ebfa-4dd9-8900-aaaf56a44771,Fareham Borough Council,approved,2012-06-27T14:49:32.925733,,,True,local-authorities,active,organization,FBC,,,,,,,,,,
fco-services,76eee881-fb86-4e56-99bc-cd1ff0a209a5,FCO Services,approved,2012-06-27T14:51:37.034865,,,True,foreign-and-commonwealth-office,active,organization,,,,,,,,,,,
fera,8d6eb926-c494-4687-8eb8-7544f4cd6106,FERA,approved,2012-06-27T14:51:37.419866,,,True,department-for-environment-food-and-rural-affairs,active,publisher,,,,,,,,,,,
fire-service-college,865ca7c6-4cce-4632-8851-c6e9b255e560,Fire Service College,approved,2012-06-27T14:51:37.784309,,,True,department-for-communities-and-local-government,active,organization,,,,,,,,,,,
firebuy,7ea16528-02e3-4fec-a08b-b9a840d86a9e,Firebuy,approved,2012-06-27T14:50:46.138965,,,True,department-for-communities-and-local-government,active,organization,,,,,,,,,,,
food-standards-agency,d539c29b-2626-4e04-8b28-ef7eb54eb339,Food Standards Agency,pending,2012-06-27T14:49:14.824427,,,True,department-of-health,active,organization,FSA,,openness.team@foodstandards.gsi.gov.uk,,,openness.team@foodstandards.gsi.gov.uk,,,,,
football-licensing-authority,54f7b697-573c-4bb1-95a0-2dd7b975af7a,Football Licensing Authority,approved,2012-06-27T14:54:43.507980,,,True,department-for-culture-media-and-sport,active,organization,,,,,,,,,,,
foreign-and-commonwealth-office,6b1c7cd0-f542-4269-8385-3c4482baaa50,Foreign and Commonwealth Office,pending,2012-06-27T14:48:50.539755,,,True,british-council,active,publisher,FCO,core-department,iHub@fco.gov.uk,,,dp-foi.img@fco.gov.uk,,,,,
forest-heath-district-council,57b63f3c-937b-4d7e-a4ea-95d6b03cf3df,Forest Heath District Council,approved,2012-06-27T14:50:14.710926,,,True,local-authorities,active,organization,FHDC,,,,,,,,,,
forestry-commission,3c36a994-e314-4530-8598-fead586e44cc,Forestry Commission,approved,2012-06-27T14:49:08.456967,,,True,department-for-environment-food-and-rural-affairs,active,organization,FC,,,,,,,,,,
frimley-park-hospital-nhs-foundation-trust,c37f37a0-dd63-4cb2-8a1e-2058c63f4a7f,Frimley Park Hospital NHS Foundation Trust,approved,2012-06-27T14:49:49.588604,,,True,national-health-service,active,organization,,,,,,,,,,,
gambling-commission,216ecf1a-7b5f-4222-b84b-527ae7f86f60,Gambling Commission,approved,2012-06-27T14:51:38.163149,,,True,,active,publisher,,,,,,,,,,,
gangmasters-licensing-authority,0eb2cb9d-59dd-43f6-a99f-f7c21ad227d5,Gangmasters Licensing Authority,approved,2012-06-27T14:51:38.529107,,,True,department-for-environment-food-and-rural-affairs,active,organization,,,,,,,,,,,
gateshead-primary-care-trust,5b237638-5104-492a-8741-0df9a368c0cd,Gateshead Primary Care Trust,approved,2012-06-27T14:51:39.237431,,,True,national-health-service,active,organization,,,,,,,,,,,
gedling-borough-council,08d9dab1-a603-440d-9dc4-a01295e9acfb,Gedling Borough Council,approved,2012-06-27T14:50:45.298633,,,True,local-authorities,active,organization,,,,,,,,,,,
general-register-office-for-scotland,4dea4bbc-8d3f-4291-9338-f5575d740c93,General Register Office for Scotland,approved,2012-06-27T14:49:05.816244,,,True,,active,organization,GROfS,,,,,,,,,,
general-social-care-council,23b9d27b-37b2-49d3-8d41-235b19b2a182,General Social Care Council,approved,2012-06-27T14:51:40.018846,,,True,national-health-service,active,organization,,,,,,,,,,,
general-teaching-council-for-england,b226abbf-8260-4ac7-9513-e3a068c80f40,General Teaching Council for England,approved,2012-06-27T14:54:50.970049,,,True,department-for-education,active,publisher,,,,,,,,,,,
geography-and-technology,22cb64fa-2d4b-4e6d-9491-212065e52509,Geography and Technology,approved,2012-06-27T14:54:53.563313,,,True,welsh-government,active,organization,,,,,,,,,,,
geoplace,8d06299c-9f33-4ae3-9815-e3c37f43e19c,Geoplace,pending,2012-06-27T14:54:41.935247,,,True,private-sector,active,organization,,private,helpdesk@geoplace.co.uk,Geoplace Helpdesk Team,020 7630 4602,,,,,,
george-eliot-hospital-nhs-trust,b1d6b0e4-d15a-4beb-9262-258b66c68b6d,George Eliot Hospital NHS Trust,approved,2012-06-27T14:54:36.066841,,,True,national-health-service,active,organization,,,,,,,,,,,
gloucester-city-council,7ba52eaf-30d0-47fa-b439-e6bd2d28e4e4,Gloucester City Council,approved,2012-06-27T14:50:48.095858,,,True,local-authorities,active,organization,,,webmaster@gloucester.gov.uk,www.gloucester.gov.uk contact,,,,,,www.gloucester.gov.uk,http://www.gloucester.gov.uk
government-actuarys-department,b6b2868f-a8fe-4996-bf4b-8a735f451f3b,Government Actuary's Department,approved,2012-06-27T14:49:20.189509,,,True,her-majestys-treasury,active,organization,GAD,,,,,,,,,,
government-digital-services,90aefa0d-0e92-4895-a7fd-c1adb2b3f14f,Government Digital Services,pending,2012-07-12T19:31:11.722062,,,True,cabinet-office,active,organization,,,,,,,,,,,
government-equalities-office,8ff8ce35-c512-49da-aad4-9e9a5cd0f449,Government Equalities Office,pending,2012-06-27T14:49:06.594530,,,True,home-office,active,organization,GEO,,public.enquiries@homeoffice.gsi.gov.uk,Government Equalities Office,,FoIRequests@homeoffice.gsi.gov.uk,Government Equalities Office,,,October 2010 spend,http://data.equalities.gov.uk/media/1232/geo%20spend%20october%202010.csv
government-offices,d1ed27e0-a2ed-46a2-906b-37fb08a410de,Government Offices,approved,2012-06-27T14:51:40.386663,,,True,department-for-communities-and-local-government,active,organization,,,,,,,,,,,
government-procurement-service,98fe6ae2-6b81-465e-8eb0-96fa2720a03f,Government Procurement Service,pending,2012-06-27T14:55:15.548791,,,True,cabinet-office,active,organization,GPS,,,,,,,,,,
great-western-ambulance-service-nhs-trust,07d929b4-7508-4597-812e-7c6cc5a0278c,Great Western Ambulance Service NHS Trust,approved,2012-06-27T14:51:41.092531,,,True,national-health-service,active,organization,,,,,,,,,,,
great-yarmouth-and-waveney-primary-care-trust,4812200f-8d77-4160-8691-0c8474a94083,Great Yarmouth and Waveney Primary Care Trust,approved,2012-06-27T14:51:41.802442,,,True,national-health-service,active,organization,,,,,,,,,,,
greater-london-authority,4fc67187-8f81-4eaa-8820-b18d0cbf1ff6,Greater London Authority,approved,2012-06-27T14:49:02.054509,,,True,transport-for-london,active,organization,GLA,,,,,,,,,,
guys-and-st-thomas-nhs-foundation-trust,5cefff22-3190-4bfc-b9ad-6af07130683e,Guys and St Thomas NHS Foundation Trust,approved,2012-06-27T14:51:42.516044,,,True,national-health-service,active,organization,,,,,,,,,,,
hampshire-county-council,23e42f6d-0d03-456d-8da2-3892adb81685,Hampshire County Council,approved,2012-06-27T14:48:48.956256,,,True,local-authorities,active,organization,Hants CC,,,,,,,,,,
hampshire-primary-care-trust,a22b55d7-8c92-4bcd-b77e-fe4f8f339d76,Hampshire Primary Care Trust,approved,2012-06-27T14:51:43.227419,,,True,national-health-service,active,organization,,,,,,,,,,,
harlow-council,fe4b2200-e791-455e-96f6-077d1f7d837c,Harlow Council,approved,2012-06-27T14:48:59.201493,,,True,local-authorities,active,organization,HC,,,,,,,,,,
harrogate-borough-council,e1945c1a-e507-4926-9771-f03a61465eea,Harrogate Borough Council,approved,2012-06-27T14:55:12.300916,,,True,local-authorities,active,organization,,,,,,,,,,,
hart-district-council,1da3e603-06d4-4cb7-9f61-79f9e18be83c,Hart District Council,approved,2012-06-27T14:55:09.132114,,,True,local-authorities,active,organization,,,,,,,,,,,
hartlepool-borough-council,9845faad-78b0-4119-b846-dde7f1299275,Hartlepool Borough Council,approved,2012-06-27T14:50:15.135966,,,True,local-authorities,active,organization,HBC,,,,,,,,,,
hartlepool-primary-care-trust,32844eae-cc03-415e-84ab-c1ea69911dec,Hartlepool Primary Care Trust,approved,2012-06-27T14:54:15.051455,,,True,national-health-service,active,organization,,,,,,,,,,,
health-and-safety-executive,2f1ceab8-69d4-4b7c-98c1-1b760a99ba8c,Health and Safety Executive,approved,2012-06-27T14:49:30.831495,,,True,department-for-work-and-pensions,active,organization,HSE,,,,,,,,,,
health-protection-agency,e6496ea0-f7d3-4728-9b80-f9ead12160ee,Health Protection Agency,pending,2012-06-27T14:49:05.469554,,,True,department-of-health,active,organization,HPA,,,,,,,,,,
healthcare-quality-improvement-partnership,6ba3a546-9d33-4e2b-887e-5310d6b561af,Healthcare Quality Improvement Partnership,pending,2012-08-20T14:36:56.989437,,,True,department-of-health,active,organization,,,,,,,,,,,
heart-of-birmingham-teaching-primary-care-trust,2af8ade7-3cb4-45cf-9ca3-dbdd4df63195,Heart of Birmingham teaching Primary Care Trust,approved,2012-06-27T14:50:30.653191,,,True,national-health-service,active,organization,,,,,,,,,,,
heart-of-england-nhs-foundation-trust,16490764-94f4-457b-9888-e8472acf8214,Heart of England NHS Foundation Trust,approved,2012-06-27T14:54:31.814097,,,True,national-health-service,active,organization,,,,,,,,,,,
her-majestys-revenue-and-customs,83cbb68a-814b-4fb5-a7dd-c9ec6c5fe455,Her Majesty's Revenue and Customs,pending,2012-06-27T14:48:42.354852,,,True,valuation-office-agency,active,organization,HMRC,core-department,transparency.kai@hmrc.gsi.gov.uk,,,Foi.request@hmrc.gsi.gov.uk,,,,,
her-majestys-treasury,a78e36e0-c8ef-462b-9c40-548f667350c1,Her Majesty's Treasury,approved,2012-06-27T14:48:44.305624,,,True,office-for-budget-responsibility,active,organization,HMT,core-department,public.enquiries@hm-treasury.gsi.gov.uk,,,public.enquiries@hm-treasury.gsi.gov.uk,,,,,
hereford-hospitals-nhs-trust,8fe07c68-43cd-4a86-8a43-43d7f874e04b,Hereford Hospitals NHS Trust,approved,2012-06-27T14:51:43.969755,,,True,national-health-service,active,organization,,,,,,,,,,,
herefordshire-council,b0a52cc7-c158-4a79-a1cd-8d90853acbe1,Herefordshire Council,approved,2012-06-27T14:50:31.088809,,,True,local-authorities,active,organization,,,,,,,,,,,
herefordshire-primary-care-trust,4156e14a-5e44-4d14-9757-f183a5b668cf,Herefordshire Primary Care Trust,approved,2012-06-27T14:51:44.704228,,,True,national-health-service,active,organization,,,,,,,,,,,
hertfordshire-county-council,8f21868c-88e0-4087-a94a-5eafde7babb1,Hertfordshire County Council,approved,2012-06-27T14:50:15.563853,,,True,local-authorities,active,organization,HCC,,,,,,,,,,
high-speed-2,7f5be0fc-76b6-404d-9c22-703839515760,High Speed 2,approved,2012-06-27T14:51:45.068333,,,True,department-for-transport,active,publisher,,,,,,,,,,,
higher-education-funding-council-for-england,454dbd0f-cf25-4a61-bd4e-fe5187a4deb9,Higher Education Funding Council for England,approved,2012-06-27T14:50:09.427588,,,True,,active,publisher,HEFCE,,,,,,,,,,
higher-education-statistics-agency,7e905728-3b43-4e44-9253-034af65738bc,Higher Education Statistics Agency,approved,2012-06-27T14:51:45.450836,,,True,department-for-business-innovation-and-skills,active,organization,,,,,,,,,,,
highways-agency,51f48d41-d0c6-416b-a414-52718b5e91c3,Highways Agency,approved,2012-06-27T14:51:45.807528,,,True,department-for-transport,active,organization,,,,,,,,,,,
hillsborough-independent-panel,3845fe35-93de-4d4f-8428-4158969b1b52,Hillsborough Independent Panel,pending,2012-09-03T14:36:37.695553,,,True,,active,organization,,,Editor-in-chief@hillsborough.gsi.gov.uk,Editor-in-chief,,FOIrequest@homeoffice.gsi.gov.uk,FOI Team,,,,
